,APPLICATION_STATUS,QUEUE_ID,CURRENT_STAGE,MARITAL_STATUS,GENDER,AGE,EDUCATION,RESIDENCE_TYPE,EMPLOY_CONSTITUTION,PAN_STATUS,CIBIL_SCORE,APPLICATION_SCORE,RESIDENTIAL_ADDRESS_SCORE,OFFICE_ADDRESS_SCORE,APPLIED_AMOUNT,LOAN_TENOR,PRIMARY_ASSET_CTG,PRIMARY_ASSET_MAKE,PRIMARY_ASSET_MODELNO,VOTER_ID,DRIVING_LICENSE,AADHAAR,PAN,BANK_PASSBOOK,APPLIED_AMOUNT_TRANS
2378,Approved,Straight  Through Process,INV_GNR,Married,Male,32,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,790,62,79.0,0.0,40000,10,LED_TV,SONY,KLV-40W562D,F,F,T,F,F,200
2379,Declined,Straight  Through Process,PD_DE,Single,Male,47,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,0,3,75.36,82.86,19900,10,REF,VIDEOCON,VP242P,F,F,T,F,F,141
2380,Declined,Under.Writer,PD_DE,Married,Male,40,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,0,37,0.0,0.0,30000,12,HTS,LG,OM7550D,F,F,T,T,F,173
2381,Approved,Straight  Through Process,PD_DE,Single,Male,50,GRADUATE,OWNED,SALARIED,EXIST,814,150,78.34,62.36,30000,10,AIR CONDITIONER,GODREJ,GSC 18 FGA 5 W0G,F,F,T,T,F,173
2382,Approved,Straight  Through Process,APRV,Married,Male,42,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,813,75,81.45,83.06,25000,12,LED_TV,LG,32LH517A,T,F,T,F,F,158
2383,Approved,Straight  Through Process,APRV,Married,Male,45,OTHERS,OWNED,SALARIED,EXIST,781,86,82.07,0.0,30000,10,REF,SAMSUNG,RR19H1835PX/TL,F,F,T,T,F,173
2384,Approved,Straight  Through Process,APRV,Married,Male,44,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,796,72,81.77,66.41,50000,18,AC,BLUESTAR,2HW12OC1,F,F,T,F,F,224
2385,Declined,Straight  Through Process,PD_DE,Married,Male,34,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,472,27,0.0,0.0,22000,12,AIR CONDITIONER,LLOYD,LC24IHC CASSETTE 2 TON,F,F,T,F,F,148
2386,Declined,Straight  Through Process,PD_DE,Married,Male,38,GRADUATE,RENTED,SELF-EMPLOYED,EXIST,578,52,66.36,62.24,35800,12,AIR CONDITIONER,PANASONIC,S-48PBY1H59,F,F,F,T,F,189
2387,Declined,Straight  Through Process,DCLN,Married,Male,29,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,646,77,0.0,0.0,29000,10,AC,VIDEOCON,VSA53.RV2,F,F,T,T,F,170
2388,Approved,Straight  Through Process,LOS_DISB,Married,Male,32,OTHERS,RENTED,SELF-EMPLOYED,EXIST,769,60,65.44,0.0,16500,10,REF,HAIER,HRD-2204PRD-R,F,F,T,T,F,128
2389,Approved,Straight  Through Process,LOS_DISB,Single,Male,36,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,810,115,74.4,80.73,15200,12,REF,WHIRLPOOL,205 IM PWRCL ROY 5S SAPHIRE EXOTICA,F,F,T,T,T,123
2390,Declined,Straight  Through Process,DCLN,Married,Male,44,GRADUATE,OWNED,SALARIED,EXIST,645,45,81.68,60.5,20000,12,REF,WHIRLPOOL,205 IM PWRCL ROY 5S MIDNIGHT BLOOM,F,T,T,T,F,141
2391,Declined,Straight  Through Process,DCLN,Married,Male,56,OTHERS,OWNED,SELF-EMPLOYED,EXIST,630,112,82.05,80.36,100000,18,AIR CONDITIONER,LG,BS-18APZE,F,T,F,T,F,316
2392,Declined,Under.Writer,PD_DE,Married,Male,46,UNDER GRADUATE,OWNED,SELF-EMPLOYED,EXIST,821,62,0.0,63.11,29000,12,LED_TV,PHILIPS,39PFL3850,F,T,F,T,F,170
2393,Declined,Straight  Through Process,PD_DE,Married,Male,25,POST-GRADUATE,OWNED,SELF-EMPLOYED,EXIST,645,48,68.7,69.4,20000,10,AC,SAMSUNG,WA62K4000HD-TL 6.2 KG,F,F,T,T,F,141
2394,Declined,Under.Writer,DCLN,Married,Female,44,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,0,28,82.21,71.13,25000,12,LED_TV,LG,32LH564A,F,F,T,T,F,158
2395,Approved,Straight  Through Process,PD_DE,Married,Male,40,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,80.43,68.13,20000,12,REF,SAMSUNG,RR19J20A3RH/TL,F,T,F,F,F,141
2396,Declined,Under.Writer,DCLN,Married,Male,36,GRADUATE,RENTED,SELF-EMPLOYED,EXIST,740,65,83.87,74.87,43500,18,AIR CONDITIONER,SAMSUNG,AR18MV5HETRNNA,F,F,T,T,F,209
2397,Approved,Straight  Through Process,INV_GNR,Married,Male,35,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,817,90,53.85,43.48,11500,10,REF,LG,GL-B717RDGM,F,F,T,T,F,107
2398,Approved,Straight  Through Process,LOS_DISB,Married,Female,40,GRADUATE,OWNED,SALARIED,EXIST,786,22,93.52,92.71,50000,10,REF,SAMSUNG,RR24M289YU2/NL,F,T,F,T,F,224
2399,Declined,Straight  Through Process,PD_DE,Married,Male,38,UNDER GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,606,59,59.63,47.45,40000,10,AC,VOLTAS,182 CY,F,T,T,F,F,200
2400,Declined,Straight  Through Process,DCLN,Married,Male,34,POST-GRADUATE,RENTED,SALARIED,EXIST,632,54,0.0,0.0,50000,14,LED_TV,SONY,KLV-40W562D,F,F,T,T,T,224
2401,Approved,Under.Writer,APRV,Married,Female,49,GRADUATE,RENTED,SALARIED,EXIST,0,43,70.42,0.0,17990,12,REF,LG,GL-D221APAI,F,F,T,T,T,134
2402,Approved,Straight  Through Process,PD_DE,Married,Male,29,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,782,88,83.78,89.19,30000,10,AC,WHIRLPOOL,ACE 7.5 TURBO DRY  CORAL RED,F,T,F,F,F,173
2403,Declined,Straight  Through Process,PD_DE,Married,Male,27,UNDER GRADUATE,OWNED,SELF-EMPLOYED,EXIST,700,80,80.49,80.49,19000,10,LED_TV,PANASONIC,TH-32C200DX,F,F,F,T,F,138
2404,Approved,Straight  Through Process,PD_DE,Married,Male,49,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,787,90,64.94,76.85,60000,18,AIR CONDITIONER,ETA,ASG18RBAJ,F,F,T,F,F,245
2405,Declined,Straight  Through Process,DCLN,Single,Male,42,GRADUATE,RENTED,SALARIED,Pan Not Submitted,802,85,99.17,56.9,15000,12,TELEVISION,ONIDA,LEO24HB,T,T,T,F,F,122
2406,Approved,Straight  Through Process,LOS_DISB,Married,Male,44,OTHERS,OWNED,SELF-EMPLOYED,EXIST,781,82,68.0,66.22,21000,12,AC,GODREJ,WT EON 701 PF,F,F,T,T,F,145
2407,Approved,Straight  Through Process,PD_DE,Married,Male,36,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,773,60,76.4,0.0,70000,12,AC,WHIRLPOOL,SW ULTRA PEARL WINE 6.2KG,F,F,T,F,F,265
2408,Declined,Under.Writer,DCLN,Single,Male,22,OTHERS,OWNED,SELF-EMPLOYED,EXIST,-10,13,82.97,80.58,50000,12,LED_TV,LG,43LH600T,F,F,T,T,F,224
2409,Declined,Under.Writer,DCLN,Single,Male,28,UNDER GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,-10,13,36.94,33.9,30000,10,AC,IFB,SENORITA AQUA VX 6.5,F,F,T,F,F,173
2410,Declined,Straight  Through Process,PD_DE,Single,Male,34,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,573,62,89.23,0.0,30000,10,TELEVISION,VIDEOCON,VJW24FH02C,F,F,T,F,F,173
2411,Approved,Straight  Through Process,APRV,Married,Male,33,GRADUATE,OWNED,SALARIED,Pan Not Submitted,773,14,73.21,0.0,20000,12,AIR CONDITIONER,CARRIER,ESTRELLA NEO 12K REMOTE,F,F,T,F,F,141
2412,Approved,Straight  Through Process,INV_GNR,Married,Male,24,OTHERS,OWNED,SELF-EMPLOYED,EXIST,784,49,49.45,49.45,20000,10,HDTV,SANSUI,SJX32HB02CF,F,F,F,T,F,141
2413,Approved,Straight  Through Process,LOS_BDE,Married,Male,43,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,778,101,67.35,0.0,40000,10,AIR CONDITIONER,HITACHI,RSD318EAEA,F,F,T,T,F,200
2414,Declined,Under.Writer,DCLN,Married,Male,30,UNDER GRADUATE,OWNED,SALARIED,EXIST,-10,13,77.23,60.38,25000,12,TELEVISION,MICROMAX,32T4000HD,F,F,F,T,F,158
2415,Approved,Straight  Through Process,INV_GNR,Married,Female,29,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,820,103,57.48,51.72,50000,12,REF,SAMSUNG,RT30K3723S8/HL,F,F,F,F,F,224
2416,Approved,Under.Writer,PD_DE,Married,Male,40,GRADUATE,RENTED,SELF-EMPLOYED,EXIST,-10,13,88.54,52.54,30000,10,AC,IFB,SENATOR AQUA SX,F,F,F,T,F,173
2417,Declined,Straight  Through Process,DCLN,Married,Male,45,GRADUATE,OWNED,SALARIED,EXIST,554,70,84.8,0.0,38000,12,AIR CONDITIONER,DAIKIN,FTKH35RRV16/RKH35RRV16,F,F,F,T,F,195
2418,Declined,Under.Writer,DCLN,Married,Male,53,UNDER GRADUATE,OWNED,SELF-EMPLOYED,EXIST,-10,44,76.26,68.55,15000,18,REF,WHIRLPOOL,215 IMFRESH PRM 5S WINE REGALIA,F,F,T,T,F,122
2419,Declined,Straight  Through Process,PD_DE,Married,Male,28,GRADUATE,OWNED,SALARIED,Pan Not Submitted,509,50,81.25,61.62,36900,102,TELEVISION,SKYWORTH,40E3000,F,F,T,F,F,192
2420,Approved,Straight  Through Process,PD_DE,Married,Male,27,GRADUATE,RENTED,SALARIED,EXIST,791,67,73.18,0.0,40000,12,AIR CONDITIONER,LG,JS-Q18AFXD,T,F,T,T,F,200
2421,Approved,Under.Writer,INV_GNR,Single,Male,42,POST-GRADUATE,OWNED,SALARIED,EXIST,817,112,89.71,68.63,40000,10,AIR CONDITIONER,WHIRLPOOL,1.5T MAGICOOL PRM COPR 2S -WHITE-S,F,F,F,T,F,200
2422,Approved,Straight  Through Process,PD_DE,Married,Female,27,GRADUATE,RENTED,SALARIED,EXIST,814,94,85.33,80.58,36000,12,AIR CONDITIONER,LG,GL-U372HPBL,F,F,F,T,F,190
2423,Approved,Straight  Through Process,LOS_BDE,Married,Male,36,GRADUATE,OWNED,SALARIED,EXIST,784,62,73.21,0.0,50000,10,AIR CONDITIONER,DAIKIN,FTC50RRV161/RC50RRV161,F,T,T,T,F,224
2424,Approved,Straight  Through Process,APRV,Married,Male,44,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,760,84,0.0,0.0,40000,10,AIR CONDITIONER,PANASONIC,S-48PBY1H59,F,T,T,F,F,200
2425,Approved,Straight  Through Process,PD_DE,Married,Male,39,GRADUATE,RENTED,SALARIED,EXIST,812,122,72.09,48.84,22000,12,AIR CONDITIONER,LLOYD,LW19A3Z 3 STAR 1.5 TON,T,F,F,T,F,148
2426,Declined,Straight  Through Process,PD_DE,Married,Male,25,GRADUATE,RENTED,SALARIED,Pan Not Submitted,0,8,83.67,96.3,29800,9,LED_TV,LG,32LH576D,F,T,F,F,F,173
2427,Declined,Straight  Through Process,PD_DE,Married,Male,47,UNDER GRADUATE,OWNED,SELF-EMPLOYED,EXIST,742,50,89.66,87.85,19000,12,REF,LG,GL-B201APAI,F,F,F,T,F,138
2428,Approved,Under.Writer,INV_GNR,Married,Male,32,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,783,92,85.85,79.05,14100,12,REF,SAMSUNG,RR19J2744PZ/NL,F,F,F,T,F,119
2429,Approved,Straight  Through Process,LOS_BDE,Single,Male,25,GRADUATE,RENTED,SALARIED,EXIST,759,39,67.31,66.67,30000,12,LED_TV,LG,32LH602D,F,F,T,T,F,173
2430,Declined,Straight  Through Process,PD_DE,Married,Male,33,GRADUATE,OWNED,SELF-EMPLOYED,NOT_FOUND,665,79,82.81,85.71,14000,12,REF,SAMSUNG,RR19H1835PX/TL,F,F,F,T,F,118
2431,Declined,Under.Writer,DCLN,Married,Male,40,GRADUATE,RENTED,SELF-EMPLOYED,EXIST,-10,13,93.33,52.54,30000,10,AC,IFB,SENATOR AQUA SX,F,F,F,T,F,173
2432,Declined,Straight  Through Process,DCLN,Single,Male,24,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,721,38,75.84,53.85,40000,12,LED_TV,VIDEOCON,PANEL - LED VANILLA,F,T,F,F,F,200
2433,Approved,Straight  Through Process,SRNV,Married,Female,33,GRADUATE,RENTED,SALARIED,EXIST,731,80,86.87,61.02,55000,10,LED_TV,SAMSUNG,UA22F5100ARLXL,F,F,T,T,F,235
2434,Approved,Straight  Through Process,PD_DE,Married,Male,42,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,766,72,67.95,61.84,26000,10,Washing_machine,SAMSUNG,WA70H4020HL/TL,F,F,T,F,F,161
2435,Approved,Under.Writer,PD_DE,Married,Male,37,GRADUATE,OWNED,SALARIED,Pan Not Submitted,844,127,81.56,58.87,15990,18,TELEVISION,SONY,KLV-24P423D IN5,F,F,T,F,F,126
2436,Declined,Straight  Through Process,DCLN,Single,Male,24,GRADUATE,OWNED,SALARIED,EXIST,636,68,67.61,0.0,48000,10,AIR CONDITIONER,DAIKIN,AIR CONDITIONER VANILLA,F,F,T,T,T,219
2437,Approved,Straight  Through Process,INV_GNR,Married,Female,29,GRADUATE,OWNED,SALARIED,EXIST,752,102,72.03,0.0,16300,10,Washing_machine,SAMSUNG,WA60H4300HB/TL,T,F,F,T,F,128
2438,Declined,Under.Writer,PD_DE,Married,Male,41,OTHERS,OWNED,SELF-EMPLOYED,EXIST,-10,13,88.72,59.03,31500,12,AIR CONDITIONER,HITACHI,RAW122KUD,F,F,T,T,F,177
2439,Approved,Straight  Through Process,INV_GNR,Married,Male,37,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,795,19,93.8,80.31,29800,10,TELEVISION,MICROMAX,32B6300MHD,F,T,T,F,F,173
2440,Declined,Straight  Through Process,PD_DE,Married,Male,58,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,676,65,0.0,0.0,38000,10,AIR CONDITIONER,DAIKIN,CTC50SRV161/RC50SRV161,F,F,T,F,F,195
2441,Approved,Straight  Through Process,APRV,Married,Male,30,UNDER GRADUATE,OWNED,SELF-EMPLOYED,EXIST,776,35,75.89,57.39,18000,10,REF,GODREJ,RD EdgePro 190CT 5.2 LUSH Win,F,F,F,T,F,134
2442,Declined,Straight  Through Process,DCLN,Married,Male,44,OTHERS,OWNED,SALARIED,Pan Not Submitted,664,80,79.03,65.96,30000,12,AC,LG,LSA5AT3D,F,F,T,F,F,173
2443,Declined,Straight  Through Process,PD_DE,Married,Male,42,OTHERS,OWNED,SALARIED,EXIST,724,87,74.14,55.36,25990,18,TELEVISION,VU,T43D1510,F,F,T,T,F,161
2444,Approved,Straight  Through Process,APRV,Married,Male,40,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,792,71,88.03,67.31,35000,10,AIR CONDITIONER,LLOYD,LC24IHC CASSETTE 2 TON,F,F,T,T,F,187
2445,Approved,Straight  Through Process,PD_DE,Married,Male,51,GRADUATE,OWNED,SALARIED,Pan Not Submitted,817,60,81.67,0.0,35000,18,LED_TV,VU,40D6575,F,F,T,F,F,187
2446,Declined,Under.Writer,DCLN,Single,Male,33,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,-10,13,0.0,0.0,30000,18,LED_TV,LG,32LH602D,F,F,T,F,F,173
2447,Declined,Straight  Through Process,PD_DE,Married,Male,25,GRADUATE,RENTED,SALARIED,EXIST,0,38,93.2,93.2,29800,9,LED_TV,LG,32LH576D,F,T,F,T,F,173
2448,Declined,Straight  Through Process,DCLN,Married,Male,40,OTHERS,OWNED,SALARIED,EXIST,594,36,72.14,0.0,70000,12,AIR CONDITIONER,SAMSUNG,AR12JC3HBWKNNA,F,T,F,T,F,265
2449,Approved,Straight  Through Process,APRV,Married,Male,33,GRADUATE,OWNED,SALARIED,Pan Not Submitted,810,99,74.34,61.73,32200,10,AIR CONDITIONER,HITACHI,RSG312EAD,F,F,T,F,F,179
2450,Declined,Straight  Through Process,PD_DE,Married,Male,29,GRADUATE,RENTED,SALARIED,Pan Not Submitted,549,86,0.0,57.79,20000,12,REF,HAIER,HRD-1954BS-R,F,F,T,F,F,141
2451,Approved,Straight  Through Process,LOS_BDE,Married,Male,43,GRADUATE,RENTED,SELF-EMPLOYED,EXIST,783,17,61.03,64.79,45000,10,AIR CONDITIONER,LG,BS-18APZE,F,F,T,T,F,212
2452,Declined,Straight  Through Process,PD_DE,Single,Female,30,GRADUATE,OWNED,SALARIED,Pan Not Submitted,618,90,88.29,0.0,25000,12,LED_TV,INTEX,LED-3222,F,F,T,F,F,158
2453,Approved,Straight  Through Process,INV_GNR,Married,Female,36,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,817,62,73.08,63.79,50000,12,REF,SAMSUNG,RR19H1835PX/TL,T,F,F,F,F,224
2454,Declined,Straight  Through Process,DCLN,Married,Male,39,POST-GRADUATE,OWNED,SELF-EMPLOYED,EXIST,609,85,65.58,55.56,35000,10,AC,IFB,ELITE AQUA SX,F,F,T,T,F,187
2455,Approved,Straight  Through Process,LOS_DISB,Single,Male,49,UNDER GRADUATE,RENTED,SALARIED,Pan Not Submitted,763,75,92.37,82.52,40000,18,AIR CONDITIONER,PANASONIC,S-48PBY1H59,F,F,T,F,F,200
2456,Approved,Straight  Through Process,SRNV,Married,Male,48,UNDER GRADUATE,RENTED,SALARIED,EXIST,806,82,74.77,72.94,24500,12,REF,SAMSUNG,RT28K3343R2/HL,F,F,F,T,F,157
2457,Declined,Under.Writer,DCLN,Single,Male,22,GRADUATE,OWNED,SALARIED,EXIST,776,60,58.25,50.29,42000,10,LED_TV,PHILIPS,43PUT7791,T,F,F,T,F,205
2458,Declined,Under.Writer,PD_DE,Married,Male,22,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,-10,13,89.53,0.0,16190,12,REF,SAMSUNG,RR20M182ZB2/HL,F,T,T,T,F,127
2459,Approved,Under.Writer,APRV,Married,Male,38,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,776,70,64.22,58.1,33000,12,AIR CONDITIONER,LG,GL-U372HPBL,F,F,F,T,F,182
2460,Approved,Under.Writer,APRV,Single,Male,27,GRADUATE,OWNED,SALARIED,Pan Not Submitted,767,35,86.33,0.0,50000,18,AIR CONDITIONER,SAMSUNG,AR12KC3HFWKNNA,T,T,T,F,F,224
2461,Approved,Straight  Through Process,APRV,Single,Male,27,POST-GRADUATE,RENTED,SALARIED,EXIST,-10,13,79.56,73.79,35000,10,LED_TV,LG,32LH576D,F,F,T,T,F,187
2462,Approved,Straight  Through Process,LOS_DISB,Married,Male,39,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,755,42,91.43,86.59,21990,10,LED_TV,LG,32LH517A,F,F,T,F,F,148
2463,Approved,Straight  Through Process,LOS_BDE,Married,Male,37,GRADUATE,RENTED,SALARIED,EXIST,793,66,0.0,0.0,35000,10,LED_TV,LG,32LH604T,F,F,T,T,F,187
2464,Approved,Straight  Through Process,APRV,Married,Female,45,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,773,60,67.69,70.59,15000,10,REF,LG,GL-B201ASAW,F,F,T,F,F,122
2465,Declined,Straight  Through Process,PD_DE,Married,Male,36,GRADUATE,OWNED,SALARIED,EXIST,611,60,71.0,68.75,50000,18,AIR CONDITIONER,SAMSUNG,AR12KC3HFWKNNA,F,F,F,T,F,224
2466,Declined,Straight  Through Process,PD_DE,Single,Male,24,UNDER GRADUATE,OWNED,PRIVATE LIMITED COMPANY,EXIST,0,8,84.81,65.6,27000,12,AIR CONDITIONER,HITACHI,RAW218KUD,T,F,F,T,F,164
2467,Approved,Straight  Through Process,PD_DE,Single,Male,26,GRADUATE,OWNED,SELF-EMPLOYED,EXIST,804,105,57.72,70.18,18000,12,TELEVISION,PANASONIC,TH-32D200DX,F,F,F,T,F,134
2468,Declined,Straight  Through Process,PD_DE,Married,Male,56,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,617,10,71.72,0.0,45000,12,AIR CONDITIONER,SAMSUNG,AR12JC3HATPNNA,F,F,T,F,F,212
2469,Approved,Straight  Through Process,PD_DE,Married,Male,33,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,817,75,68.63,67.86,30500,10,AC,VOLTAS,183 SY,F,F,T,F,F,175
2470,Approved,Straight  Through Process,PD_DE,Single,Male,27,GRADUATE,OWNED,SALARIED,Pan Not Submitted,779,42,70.23,0.0,30000,18,LED_TV,SONY,KLV-40W562D,F,F,T,F,F,173
2471,Approved,Straight  Through Process,PD_DE,Married,Male,37,OTHERS,RENTED,SALARIED,Pan Not Submitted,790,113,75.35,0.0,40900,10,AIR CONDITIONER,WHIRLPOOL,1.5 T FANTASIA INV WHTN,F,F,T,F,F,202
2472,Declined,Straight  Through Process,DCLN,Single,Male,23,GRADUATE,OWNED,SALARIED,ERROR,730,79,68.8,58.43,50000,14,HDTV,SANSUI,SKW50FH18X,F,F,F,T,F,224
2473,Declined,Straight  Through Process,PD_DE,Married,Male,38,UNDER GRADUATE,OWNED,SALARIED,ERROR,0,-2,72.63,82.07,12000,10,Washing_machine,VIDEOCON,VS80P14,F,F,F,T,F,110
2474,Approved,Under.Writer,APRV,Single,Male,27,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,-10,13,73.05,73.94,30000,12,LED_TV,LG,32LH602D,F,F,T,T,F,173
2475,Declined,Under.Writer,DCLN,Single,Male,25,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,-10,55,58.21,62.5,18000,10,REF,LG,GL-U372HPBL,T,F,F,T,F,134
2476,Declined,Under.Writer,PD_DE,Single,Male,27,GRADUATE,OWNED,SALARIED,ERROR,795,49,89.1,77.39,27500,10,LED_TV,LG,32LH602D,F,F,T,T,F,166
2477,Approved,Straight  Through Process,INV_GNR,Married,Female,41,GRADUATE,OWNED,SALARIED,ERROR,754,40,0.0,0.0,38000,12,AIR CONDITIONER,PANASONIC,S-48PBY1H59,F,F,T,T,F,195
2478,Approved,Under.Writer,PD_DE,Married,Male,28,GRADUATE,RENTED,SALARIED,ERROR,772,78,0.0,0.0,40000,10,REF,LG,GL-U372HPBL,F,F,F,T,F,200
2479,Approved,Straight  Through Process,PD_DE,Married,Female,49,OTHERS,OWNED,SELF-EMPLOYED,ERROR,-10,13,85.47,41.41,30000,10,AIR CONDITIONER,PANASONIC,CS/CU-KC18SKY3R,F,F,T,T,F,173
2480,Approved,Under.Writer,INV_GNR,Married,Male,24,UNDER GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,-10,70,87.71,75.97,22000,12,LED_TV,LG,32LN4900,T,F,T,T,F,148
2481,Approved,Straight  Through Process,LOS_DISB,Single,Male,35,UNDER GRADUATE,OWNED,SALARIED,ERROR,796,59,92.48,0.0,65000,12,LED_TV,VU,55UH8475,F,F,T,T,T,255
2482,Declined,Straight  Through Process,PD_DE,Married,Female,29,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,0,28,57.89,62.12,35000,12,REF,LG,GL-U372HPBL,T,F,T,T,F,187
2483,Declined,Straight  Through Process,DCLN,Married,Male,30,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,666,47,0.0,0.0,40000,18,LED_TV,SONY,KLV-40R352D,F,F,T,T,F,200
2484,Approved,Straight  Through Process,PD_DE,Married,Male,34,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,773,100,71.88,71.13,12500,18,AC,GODREJ,WT 620 CFS Graphite Grey,F,T,F,F,F,112
2485,Declined,Straight  Through Process,DCLN,Married,Male,27,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,745,70,33.63,66.04,29400,10,TELEVISION,LLOYD,L32HD,F,F,F,T,F,171
2486,Approved,Straight  Through Process,PD_DE,Married,Male,25,GRADUATE,OWNED,SALARIED,ERROR,-10,13,0.0,0.0,20000,12,MICROWAVE,PANASONIC,NN-CT644MFDG,F,F,F,T,F,141
2487,Approved,Straight  Through Process,APRV,Married,Male,29,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,804,104,32.41,48.67,50000,12,HOME THEATRE,TARGET,K1110 FM,F,F,T,T,F,224
2488,Approved,Straight  Through Process,APRV,Married,Male,51,GRADUATE,OWNED,SALARIED,ERROR,795,85,78.53,64.63,45000,10,AIR CONDITIONER,SAMSUNG,ASV243PBB,F,F,T,T,F,212
2489,Declined,Under.Writer,DCLN,Married,Male,35,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,33,79.87,61.46,20000,12,REF,GODREJ,RD EdgePro 190PDS5.2WINEFLORET,F,F,T,T,F,141
2490,Approved,Straight  Through Process,PD_DE,Married,Male,58,UNDER GRADUATE,OWNED,SALARIED,ERROR,863,143,56.0,71.25,37000,10,AC,LG,BS-Q186C8R6,F,F,F,T,F,192
2491,Declined,Under.Writer,PD_DE,Married,Male,40,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,-10,13,63.48,60.0,35000,10,AC,IFB,SENATOR AQUA SX,F,F,F,T,F,187
2492,Approved,Straight  Through Process,APRV,Married,Male,46,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,68.42,67.97,36000,10,TELEVISION,SAMSUNG,UA55K6300AKMXL,F,F,T,F,F,190
2493,Approved,Straight  Through Process,PD_DE,Single,Male,26,POST-GRADUATE,OWNED,SALARIED,ERROR,767,21,75.54,53.28,45000,12,HDTV,LG,43UH650T,F,F,T,T,F,212
2494,Approved,Straight  Through Process,SRNV,Married,Male,32,GRADUATE,RENTED,SALARIED,Pan Not Submitted,830,108,70.29,54.87,25500,10,REF,LG,GL-Q282SPZL,F,F,T,F,F,160
2495,Approved,Straight  Through Process,PD_DE,Married,Male,31,GRADUATE,RENTED,SALARIED,ERROR,775,121,87.31,0.0,13200,12,COOLER,SYMPHONY,SUMO (WITH FREE TROLLEY),F,T,F,T,F,115
2496,Declined,Straight  Through Process,PD_DE,Single,Male,33,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,0,-2,93.13,23.47,20000,12,LED_TV,VU,32K160M,T,F,T,T,F,141
2497,Declined,Under.Writer,PD_DE,Married,Male,24,UNDER GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,-10,100,89.76,78.43,22000,18,LED_TV,LG,32LN4900,T,F,T,T,F,148
2498,Declined,Straight  Through Process,PD_DE,Married,Male,28,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,0,-2,0.0,0.0,25000,12,REF,LG,GL-B201AHAI,F,F,T,F,F,158
2499,Approved,Straight  Through Process,PD_DE,Married,Male,34,GRADUATE,OWNED,SALARIED,Pan Not Submitted,756,37,0.0,0.0,30000,10,AC,VOLTAS,183 LYD,F,F,T,F,F,173
2500,Approved,Under.Writer,APRV,Single,Female,21,GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,13,77.68,0.0,30000,18,REF,SAMSUNG,RR2115CCASA/TL,F,F,T,F,F,173
